ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-NL_2017-01-26-tweedekamer-4.s40	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	Nederlands	Neutraal	neutraal-positief	3.108	1	15	17	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s41	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	Nederlands	Negatief	negatief	0.095	1	63	71	1	
ParlaMint-NL_2017-01-26-tweedekamer-4.s42	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	Nederlands	Neutraal	neutraal-negatief	2.453	1	7	8	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s43	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	Nederlands	Negatief	gemengd negatief	0.848	1	21	23	1	
ParlaMint-NL_2017-01-26-tweedekamer-4.s44	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	Nederlands	Positief	gemend-positief	4.049	1	33	35	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s45	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	Nederlands	Neutraal	neutraal-positief	3.119	1	14	15	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s46	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	Nederlands	Negatief	negatief	0.308	1	7	8	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s47	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	Nederlands	Negatief	gemengd negatief	1.458	1	21	24	1	
ParlaMint-NL_2017-01-26-tweedekamer-4.s48	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	Nederlands	Positief	gemend-positief	4.417	1	17	20	1	
ParlaMint-NL_2017-01-26-tweedekamer-4.s49	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	Nederlands	Positief	positief	4.718	1	5	6	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s50	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	Nederlands	Negatief	gemengd negatief	1.001	1	17	20	1	
ParlaMint-NL_2017-01-26-tweedekamer-4.s51	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	Nederlands	Neutraal	neutraal-negatief	2.248	1	15	16	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s52	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	Nederlands	Neutraal	neutraal-negatief	1.849	1	20	21	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s53	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	Nederlands	Negatief	gemengd negatief	0.525	1	29	32	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s54	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	Nederlands	Neutraal	neutraal-positief	2.693	1	9	10	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s55	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	Nederlands	Neutraal	neutraal-positief	2.769	1	5	6	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s56	ParlaMint-NL_2017-01-26-tweedekamer-4.u2	s	Nederlands	Positief	gemend-positief	4.142	1	43	45	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.u242	ParlaMint-NL_2017-01-26-tweedekamer-4	u	Nederlands	-	-	-	2	17	19	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s2086	ParlaMint-NL_2017-01-26-tweedekamer-4.u242	s	Nederlands	Neutraal	neutraal-positief	3.217	1	10	11	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s2087	ParlaMint-NL_2017-01-26-tweedekamer-4.u242	s	Nederlands	Positief	gemend-positief	4.101	1	7	8	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.u243	ParlaMint-NL_2017-01-26-tweedekamer-4	u	Nederlands	-	-	-	7	79	89	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s2089	ParlaMint-NL_2017-01-26-tweedekamer-4.u243	s	Nederlands	Neutraal	neutraal-negatief	1.722	1	24	27	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s2090	ParlaMint-NL_2017-01-26-tweedekamer-4.u243	s	Nederlands	Positief	gemend-positief	4.001	1	9	10	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s2091	ParlaMint-NL_2017-01-26-tweedekamer-4.u243	s	Nederlands	Positief	positief	5.273	1	6	8	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s2092	ParlaMint-NL_2017-01-26-tweedekamer-4.u243	s	Nederlands	Positief	positief	4.523	1	5	6	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s2093	ParlaMint-NL_2017-01-26-tweedekamer-4.u243	s	Nederlands	Positief	gemend-positief	4.455	1	7	8	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s2094	ParlaMint-NL_2017-01-26-tweedekamer-4.u243	s	Nederlands	Positief	positief	5.007	1	23	24	0	
ParlaMint-NL_2017-01-26-tweedekamer-4.s2095	ParlaMint-NL_2017-01-26-tweedekamer-4.u243	s	Nederlands	Neutraal	neutraal-positief	3.380	1	5	6	0	
