ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-ES-CT_2018-05-04-0702.159.0.1.1	ParlaMint-ES-CT_2018-05-04-0702.159.0	s	English	Positive	positive	4.675	1	2	3	0	
ParlaMint-ES-CT_2018-05-04-0702.160.0	ParlaMint-ES-CT-en_2018-05-04-0702	u	English	-	-	-	15	256	293	24	
ParlaMint-ES-CT_2018-05-04-0702.160.0.0.1	ParlaMint-ES-CT_2018-05-04-0702.160.0	s	English	Positive	mixed positive	4.161	1	4	6	1	
ParlaMint-ES-CT_2018-05-04-0702.160.0.0.2	ParlaMint-ES-CT_2018-05-04-0702.160.0	s	English	Neutral	neutral positive	3.461	1	4	5	0	
ParlaMint-ES-CT_2018-05-04-0702.160.0.1.1	ParlaMint-ES-CT_2018-05-04-0702.160.0	s	English	Positive	mixed positive	3.949	1	1	2	0	
ParlaMint-ES-CT_2018-05-04-0702.160.0.1.2	ParlaMint-ES-CT_2018-05-04-0702.160.0	s	English	Neutral	neutral positive	2.957	1	25	27	2	
ParlaMint-ES-CT_2018-05-04-0702.160.0.2.1	ParlaMint-ES-CT_2018-05-04-0702.160.0	s	English	Neutral	neutral negative	2.425	1	18	21	0	
ParlaMint-ES-CT_2018-05-04-0702.160.0.2.2	ParlaMint-ES-CT_2018-05-04-0702.160.0	s	English	Neutral	neutral negative	2.093	1	20	23	0	
ParlaMint-ES-CT_2018-05-04-0702.160.0.3.1	ParlaMint-ES-CT_2018-05-04-0702.160.0	s	English	Neutral	neutral negative	2.474	1	18	19	0	
ParlaMint-ES-CT_2018-05-04-0702.160.0.4.1	ParlaMint-ES-CT_2018-05-04-0702.160.0	s	English	Neutral	neutral positive	3.233	1	7	8	0	
ParlaMint-ES-CT_2018-05-04-0702.160.0.4.2	ParlaMint-ES-CT_2018-05-04-0702.160.0	s	English	Neutral	neutral negative	2.070	1	49	54	0	
ParlaMint-ES-CT_2018-05-04-0702.160.0.5.1	ParlaMint-ES-CT_2018-05-04-0702.160.0	s	English	Neutral	neutral positive	3.341	1	4	6	0	
ParlaMint-ES-CT_2018-05-04-0702.160.0.6.1	ParlaMint-ES-CT_2018-05-04-0702.160.0	s	English	Positive	mixed positive	4.122	1	23	25	3	
ParlaMint-ES-CT_2018-05-04-0702.160.0.7.1	ParlaMint-ES-CT_2018-05-04-0702.160.0	s	English	Neutral	neutral positive	2.653	1	67	78	17	
ParlaMint-ES-CT_2018-05-04-0702.160.0.8.1	ParlaMint-ES-CT_2018-05-04-0702.160.0	s	English	Positive	mixed positive	4.478	1	5	6	0	
ParlaMint-ES-CT_2018-05-04-0702.160.0.8.2	ParlaMint-ES-CT_2018-05-04-0702.160.0	s	English	Positive	positive	4.988	1	7	8	1	
ParlaMint-ES-CT_2018-05-04-0702.160.0.9.1	ParlaMint-ES-CT_2018-05-04-0702.160.0	s	English	Neutral	neutral positive	3.434	1	4	5	0	
