ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.14	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral negative	1.703	1	9	10	0	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.15	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Negative	mixed negative	1.359	1	4	5	0	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.16	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral positive	3.492	1	7	8	0	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.17	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral positive	3.051	1	62	67	4	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.18	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral negative	1.703	1	9	10	0	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.19	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Negative	mixed negative	1.359	1	4	5	0	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.20	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral positive	3.492	1	7	8	0	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.21	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral positive	2.950	1	44	49	3	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.22	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral negative	2.046	1	17	19	1	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.23	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral negative	1.703	1	9	10	0	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.24	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Negative	mixed negative	1.359	1	4	5	0	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.25	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral positive	3.492	1	7	8	0	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.26	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral positive	2.978	1	39	44	2	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.27	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral negative	2.023	1	17	19	1	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.28	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral negative	1.703	1	9	10	0	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.29	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Negative	mixed negative	1.359	1	4	5	0	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.30	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral positive	3.492	1	7	8	0	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.31	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral positive	3.058	1	62	67	4	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.32	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral negative	1.703	1	9	10	0	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.33	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Negative	mixed negative	1.359	1	4	5	0	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.34	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral positive	3.492	1	7	8	0	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.35	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral positive	3.079	1	72	77	6	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.36	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral negative	1.703	1	9	10	0	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.37	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Negative	mixed negative	1.359	1	4	5	0	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.38	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral positive	3.492	1	7	8	0	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.39	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral positive	3.496	1	9	10	0	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.40	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral positive	2.884	1	10	12	0	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.41	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral positive	2.964	1	25	29	2	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.42	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral positive	2.533	1	23	29	2	
ParlaMint-LV_2019-01-31-PT13-516-U1-P1.43	ParlaMint-LV_2019-01-31-PT13-516-U1	s	English	Neutral	neutral positive	2.861	1	13	15	1	
ParlaMint-LV_2019-01-31-PT13-516-U2	ParlaMint-LV-en_2019-01-31-PT13-516	u	English	-	-	-	8	149	177	16	
ParlaMint-LV_2019-01-31-PT13-516-U2-P1.1	ParlaMint-LV_2019-01-31-PT13-516-U2	s	English	Positive	mixed positive	4.323	1	7	9	1	
ParlaMint-LV_2019-01-31-PT13-516-U2-P1.2	ParlaMint-LV_2019-01-31-PT13-516-U2	s	English	Neutral	neutral positive	2.804	1	1	2	1	
ParlaMint-LV_2019-01-31-PT13-516-U2-P1.3	ParlaMint-LV_2019-01-31-PT13-516-U2	s	English	Neutral	neutral positive	3.069	1	1	2	0	
ParlaMint-LV_2019-01-31-PT13-516-U2-P1.4	ParlaMint-LV_2019-01-31-PT13-516-U2	s	English	Neutral	neutral negative	2.448	1	42	46	3	
ParlaMint-LV_2019-01-31-PT13-516-U2-P1.5	ParlaMint-LV_2019-01-31-PT13-516-U2	s	English	Neutral	neutral positive	3.451	1	8	11	1	
ParlaMint-LV_2019-01-31-PT13-516-U2-P1.6	ParlaMint-LV_2019-01-31-PT13-516-U2	s	English	Neutral	neutral positive	2.750	1	33	39	4	
ParlaMint-LV_2019-01-31-PT13-516-U2-P1.7	ParlaMint-LV_2019-01-31-PT13-516-U2	s	English	Neutral	neutral positive	3.406	1	34	39	4	
ParlaMint-LV_2019-01-31-PT13-516-U2-P1.8	ParlaMint-LV_2019-01-31-PT13-516-U2	s	English	Neutral	neutral positive	2.533	1	23	29	2	
ParlaMint-LV_2019-01-31-PT13-516-U306	ParlaMint-LV-en_2019-01-31-PT13-516	u	English	-	-	-	4	48	56	4	
ParlaMint-LV_2019-01-31-PT13-516-U306-P1.1	ParlaMint-LV_2019-01-31-PT13-516-U306	s	English	Positive	mixed positive	4.000	1	2	3	0	
ParlaMint-LV_2019-01-31-PT13-516-U306-P1.2	ParlaMint-LV_2019-01-31-PT13-516-U306	s	English	Neutral	neutral positive	3.157	1	24	26	3	
ParlaMint-LV_2019-01-31-PT13-516-U306-P1.3	ParlaMint-LV_2019-01-31-PT13-516-U306	s	English	Neutral	neutral positive	2.794	1	20	24	1	
ParlaMint-LV_2019-01-31-PT13-516-U306-P1.4	ParlaMint-LV_2019-01-31-PT13-516-U306	s	English	Positive	positive	4.555	1	2	3	0	
ParlaMint-LV_2019-01-31-PT13-516-U307	ParlaMint-LV-en_2019-01-31-PT13-516	u	English	-	-	-	3	46	53	0	
ParlaMint-LV_2019-01-31-PT13-516-U307-P1.1	ParlaMint-LV_2019-01-31-PT13-516-U307	s	English	Neutral	neutral positive	2.748	1	34	37	0	
ParlaMint-LV_2019-01-31-PT13-516-U307-P1.2	ParlaMint-LV_2019-01-31-PT13-516-U307	s	English	Neutral	neutral positive	3.136	1	6	9	0	
ParlaMint-LV_2019-01-31-PT13-516-U307-P1.3	ParlaMint-LV_2019-01-31-PT13-516-U307	s	English	Neutral	neutral positive	3.218	1	6	7	0	
