ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
seg971950.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	English	Positive	mixed positive	3.512	1	31	34	3	
seg971951.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	English	Negative	negative	0.073	1	30	33	1	
seg971951.2	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	English	Negative	negative	-0.032	1	21	23	0	
seg971952.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	English	Positive	positive	5.023	1	27	28	2	
seg971952.2	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	English	Positive	positive	5.488	1	17	19	0	
seg971952.3	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	English	Neutral	neutral positive	3.409	1	9	10	4	
seg971953.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	English	Negative	negative	0.199	1	27	28	1	
seg971953.2	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	English	Negative	negative	0.277	1	15	18	3	
seg971954.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	English	Positive	positive	5.100	1	50	51	4	
seg971955.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	English	Neutral	neutral positive	3.339	1	13	14	1	
seg971955.2	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	English	Positive	positive	4.871	1	4	5	0	
ParlaMint-PL_2020-01-17-senat-03-3.u223	ParlaMint-PL-en_2020-01-17-senat-03-3	u	English	-	-	-	13	221	253	14	
seg973674.1	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	English	Positive	mixed positive	3.980	1	2	3	1	
seg973674.2	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	English	Positive	mixed positive	4.444	1	2	3	0	
seg973675.1	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	English	Neutral	neutral negative	1.814	1	21	23	1	
seg973676.1	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	English	Neutral	neutral positive	2.646	1	24	28	2	
seg973677.1	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	English	Negative	negative	0.185	1	28	32	3	
seg973677.2	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	English	Negative	mixed negative	0.627	1	16	18	2	
seg973677.3	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	English	Negative	mixed negative	0.835	1	26	30	1	
seg973677.4	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	English	Neutral	neutral negative	1.627	1	21	23	0	
seg973677.5	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	English	Positive	mixed positive	3.949	1	32	37	2	
seg973677.6	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	English	Negative	negative	0.229	1	23	25	1	
seg973677.7	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	English	Neutral	neutral positive	3.266	1	16	18	1	
seg973677.8	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	English	Positive	mixed positive	4.241	1	6	8	0	
seg973677.9	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	English	Positive	positive	4.871	1	4	5	0	
ParlaMint-PL_2020-01-17-senat-03-3.u224	ParlaMint-PL-en_2020-01-17-senat-03-3	u	English	-	-	-	6	77	85	5	
seg973678.1	ParlaMint-PL_2020-01-17-senat-03-3.u224	s	English	Positive	mixed positive	4.404	1	5	7	0	
seg973679.1	ParlaMint-PL_2020-01-17-senat-03-3.u224	s	English	Neutral	neutral negative	2.271	1	5	6	0	
seg973680.1	ParlaMint-PL_2020-01-17-senat-03-3.u224	s	English	Negative	mixed negative	1.170	1	5	6	0	
seg973681.1	ParlaMint-PL_2020-01-17-senat-03-3.u224	s	English	Neutral	neutral positive	3.049	1	41	43	4	
seg973682.1	ParlaMint-PL_2020-01-17-senat-03-3.u224	s	English	Positive	mixed positive	3.633	1	17	18	1	
seg973683.1	ParlaMint-PL_2020-01-17-senat-03-3.u224	s	English	Positive	positive	4.871	1	4	5	0	
